,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
1206,Coding for Beginners: Learn to Build Logic and Write Code,<strong>Programming</strong> Fundamental Course for Beginners coders. Learn how to build logic and write code.,Rating: 3.7 out of 5,28 reviews,5 total hours,25 lectures,Beginner,Ihtesham Hussain
1207,Cracking Python Interview Questions On Programming,Cracking Python Interviews: Automation and Development ( 12 hrs of python interview questions on <strong>programming</strong>),Rating: 3.1 out of 5,168 reviews,12.5 total hours,206 lectures,All Levels,Satish Venkatesh
1208,C# OOP: C# Object Oriented Programming on Real C# Projects,"Learn C# OOP with hands-on C# projects and dive in C# intermediate step by step guide to classes, interfaces and C# OOP",Rating: 4.5 out of 5,135 reviews,7 total hours,69 lectures,All Levels,Oak Academy
1209,Java Programming Language,This course is ideal for gasp complex Java topics in a simple way. It describes all new features till Java 18.,Rating: 4.5 out of 5,17 reviews,14 total hours,128 lectures,Beginner,Beknazar Suranchiyev
1210,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1211,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1212,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1213,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1214,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1215,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1216,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1217,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1218,Learn Java the Easy Way: Build Desktop & Android Mobile Apps,"A Hands-On Introduction to <strong>Programming</strong> in Java on PC, Mac, Linux and Android Devices.",Rating: 4.6 out of 5,586 reviews,12 total hours,115 lectures,Beginner,Bryson Payne
1219,C++ OOP : Object Oriented Programming for C++ Projects,C++ OOP : Object Oriented <strong>Programming</strong> C++ Projects C++ OOP <strong>Programming</strong> Projects Object Oriented <strong>Programming</strong> C++ OOP C++,Rating: 3.3 out of 5,26 reviews,4 total hours,36 lectures,Intermediate,Suresh Kumar Srivastava
1220,Begin your programming journey with Python,With this course python is easier than you think,Rating: 4.4 out of 5,8 reviews,3 total hours,39 lectures,Beginner,Kevin Gajjar
1221,Concurrent Programming in Python,Harness the power of modern code structures with Python to improve performance and flexibility,Rating: 3.2 out of 5,9 reviews,2.5 total hours,25 lectures,Intermediate,Packt Publishing
1222,Python GUI Programming using Tkinter and Python 3,"Python GUI <strong>Programming</strong> is powerful and Tkinter is simple. Use them to create Applications, Python Graphics, UI and more.",Rating: 4.0 out of 5,286 reviews,2.5 total hours,29 lectures,All Levels,Attreya Bhatt
1223,Professional Certificate in Java Programming,Learn the Java [ From ZERO to HERO] - Comprehensive step by step guidance - Masterclass,Rating: 4.5 out of 5,356 reviews,6 total hours,78 lectures,All Levels,Academy of Computing & Artificial Intelligence
1224,Learn SAP ABAP: SAP ABAP Programming Language For Beginners,SAP ABAP online course will take you from scratch to an advanced level. SAP ABAP <strong>programming</strong> with hands-on examples!,Rating: 4.4 out of 5,181 reviews,7 total hours,112 lectures,Beginner,Oak Academy
1225,Learn to Program with C++,Take your C++ <strong>Programming</strong> to the next level. Course Duration: 6.5 Hours - 80 Lessons,Rating: 4.5 out of 5,514 reviews,10 total hours,108 lectures,All Levels,Infinite Skills
1226,C++: Deep learning of fundamentals in C++,Learn C++: Fundamentals of C++ - One of the best <strong>programming</strong> language to start your career in <strong>programming</strong> - START C++,Rating: 4.4 out of 5,18 reviews,3.5 total hours,66 lectures,All Levels,Riya Mishra
1227,Python Programming for Beginners,Learn Python <strong>Programming</strong> in an easy way with examples and Practical Implementation using Spyder(a IDE for Python).,Rating: 4.2 out of 5,35 reviews,4 total hours,16 lectures,Beginner,Prem S Rajanampalle
1228,The Complete C Programming Course - From Scratch,"Learn C <strong>Programming</strong> from the basics upto advanced concepts like Pointers, Structures, Dynamic Memory Allocation",Rating: 4.2 out of 5,144 reviews,7 total hours,80 lectures,Beginner,Sujithkumar MA
1229,Learn to code by creating 27  Projects,Hands on Practical <strong>Programming</strong> for beginners,Rating: 3.9 out of 5,95 reviews,19.5 total hours,196 lectures,Beginner,Bluelime Learning Solutions
1230,Understand asynchronous programming with .NET and C#,"Master the Thread API, the evolution to TPL with async and await, the use of parallel <strong>programming</strong> and Thread safety",Rating: 4.0 out of 5,106 reviews,3.5 total hours,50 lectures,Intermediate,Timo | C# Development | .NET  | DevOps
1231,Building an Interpreter from scratch,Semantics of <strong>programming</strong> languages,Rating: 4.8 out of 5,175 reviews,3 total hours,18 lectures,Intermediate,Dmitry Soshnikov
1232,JavaScript And PHP Programming Complete Course,Learn JavaScript <strong>Programming</strong> Language And PHP <strong>Programming</strong> Language for Frontend And Backend Development,Rating: 4.3 out of 5,174 reviews,5 total hours,50 lectures,Beginner,PROPER DOT INSTITUTE
1233,Programming with JavaScript,"JavaScript is a powerful and versatile scripting language used in web applications, games, asynchronous coding, and more",Rating: 4.3 out of 5,104 reviews,21 total hours,163 lectures,All Levels,Zak Ruvalcaba
1234,C# Object Oriented Programming for Beginners in C# and .NET,A guide to learning the object oriented <strong>programming</strong> (OOP) concepts in C# for starting a C# .NET career,Rating: 4.3 out of 5,187 reviews,2 total hours,61 lectures,Intermediate,Praveenkumar Bouna
1235,"Master Ruby, Python and Java","Learn <strong>Programming</strong> and OOP by building projects, be a confident developer with Ruby, Java, Python",Rating: 4.0 out of 5,199 reviews,10 total hours,91 lectures,All Levels,Mashrur Hossain
1236,Linear Programming for Data Science and Machine Learning,"Learn linear <strong>programming</strong> by Sketching curves, Plotting Graphs and their application in data science and machine learning",Rating: 4.7 out of 5,40 reviews,5.5 total hours,12 lectures,All Levels,"Tech 786, Peter Alkema"
1237,Object-Oriented Software Engineering with Java,Mastering Object Oriented <strong>Programming</strong> with Java,Rating: 4.4 out of 5,191 reviews,6.5 total hours,26 lectures,Intermediate,Anis Koubaa
1238,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1239,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1240,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1241,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1242,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1243,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1244,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1245,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1246,Master C and Embedded C Programming- Learn as you go,"Learn C and Embedded C in a simple, fun and easy way",Rating: 4.3 out of 5,118 reviews,6 total hours,63 lectures,All Levels,Nerdy Electronics
1247,Algorithms and Data Structures,Develop your <strong>programming</strong> logic by creating Algorithms and learn how to implement different Data Structures.,Rating: 4.1 out of 5,9 reviews,12 total hours,96 lectures,Intermediate,Jose Javier Villena
1248,Mastering Microcontroller Programming,"Learn Microcontroller <strong>Programming</strong> (8-bit AVR) to use Peripherals like GPIO, Timer, Interrupt, PWM, ADC, Serial UART etc.",Rating: 4.5 out of 5,176 reviews,5 total hours,33 lectures,All Levels,Umesh Lokhande
1249,Python Network Programming - Hands On!: 2-in-1,Accomplish network engineering tasks efficiently to monitor and automate your network with Python,Rating: 4.5 out of 5,8 reviews,5 total hours,39 lectures,Beginner,Packt Publishing
1250,The Complete C Developer Course - Build 7 Exciting Projects.,Master the  C <strong>Programming</strong> language in  2022  by Building exciting projects from Beginners to Advanced Level students.,Rating: 3.8 out of 5,920 reviews,16 total hours,316 lectures,All Levels,Prashant Shinde
1251,ጃቫ ፕሮግራሚን በአማርኛ/Fundamentals of Java Programming in Amharic,ይህ ትምህርት የጃቫ ፕሮግራሚንግን በቀላሉ ለመረዳት በአማርኛ ቋንቋ የቀረበነው/This course is intended for Amharic Language speakers,Rating: 4.9 out of 5,15 reviews,9 total hours,43 lectures,All Levels,Ezedin Wangoria
1252,Java8 - Lambda with Functional Programming in Tamil,Lambda expression with Functional <strong>Programming</strong> Example,Rating: 4.7 out of 5,11 reviews,10 total hours,85 lectures,All Levels,Arun Ammasai
1253,Learn CUDA with Docker!,"Learrn to Code with CUDA with GPGPU-Simulators & Docker, Kickstart Your Computing and Data Science Career!",Rating: 3.4 out of 5,21 reviews,3 total hours,44 lectures,Beginner,"Scientific Programmer™ Team, Scientific Programming School"
1254,Python GUI Programming Recipes using PyQt5,Learn to design a UI with help of PyQT5,Rating: 4.1 out of 5,325 reviews,4 total hours,25 lectures,Intermediate,Packt Publishing
1255,Object Oriented Programming(OOP) - Become a Master developer,The complete guide to understanding OOP and becoming a top notch developer with exercises and free source code!,Rating: 3.4 out of 5,101 reviews,2.5 total hours,28 lectures,All Levels,Dave Partner
1256,Introduction to Java Programming,Learn the basics of Java in 5.5 hours.,Rating: 3.7 out of 5,87 reviews,6.5 total hours,76 lectures,Beginner,Academy of Computing & Artificial Intelligence
1257,Python Programming,"Learn Python <strong>Programming</strong> the easy way, with hands-on demos, lesson end quizzes and course end project",Rating: 3.9 out of 5,8 reviews,4 total hours,62 lectures,Beginner,Learnkart Technology Pvt Ltd
1258,Beginners Ruby Programming Training - No Experience Required,A Ruby <strong>Programming</strong> Course Training Video. Learn Real-World <strong>Programming</strong> Techniques At Your Own Pace.,Rating: 3.7 out of 5,235 reviews,5 total hours,76 lectures,All Levels,Infinite Skills
1259,Java Programming with Java 8 and OCA OCP Java Exam Prep,"Full syllabus of a classroom-based Java 8 training and exam prep with theory, exercises and lab sections.",Rating: 4.4 out of 5,308 reviews,26.5 total hours,208 lectures,All Levels,Talha Ocakçı
1260,AP Computer Science Principles with Swift,"Learn the basics of <strong>programming</strong>, and make apps for iPhones!",Rating: 4.6 out of 5,14 reviews,16.5 total hours,106 lectures,Beginner,Megan Myers
1261,PPS - Programming & Problem Solving with Python (SPPU - FE),A perfect start to learn Python <strong>programming</strong> with Focus on Problem Solving as per SPPU,Rating: 4.2 out of 5,4 reviews,8 total hours,33 lectures,Beginner,Tulsidas Patil
1262,Learn to code with Scratch 3.0,Learn the fundamentals of <strong>programming</strong> without being distracted by the typing,Rating: 4.6 out of 5,12 reviews,7.5 total hours,46 lectures,Beginner,Jonathan Martin
1263,C# For Beginners: Learn C# Programming From Scratch,Learn to code with C# : Learn the most popular game development language C# Fundamentals with Visual Studio and examples,Rating: 4.3 out of 5,205 reviews,3.5 total hours,33 lectures,Beginner,Oak Academy
1264,Introduction to OMB's A-11 and The Capital Programming Guide,"Federal Project Management Series with Expert CPP-I Certified Instructor, Janelle B, Moore-Talbot",Rating: 4.8 out of 5,7 reviews,1.5 total hours,28 lectures,All Levels,Zen Federal
1265,Introduction to object-oriented programming with Arduino,A hands-on tutorial with lots of small OOP-Arduino/ESP32 projects to participate in.,Rating: 4.5 out of 5,12 reviews,6 total hours,71 lectures,Intermediate,Markus Edenhauser
1266,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1267,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1268,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1269,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1270,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1271,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1272,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1273,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1274,Asynchronous Programming in Javascript - Complete course,"Learn asynchronous <strong>Programming</strong> - Event loops, callbacks, promises, error handling, Asnc Await with real world projects",Rating: 4.3 out of 5,6 reviews,3.5 total hours,23 lectures,All Levels,DigiFisk (Programming is fun)
1275,Basic Python for Beginners,Build a foundation of Python and become a programmer!,Rating: 4.2 out of 5,58 reviews,1.5 total hours,20 lectures,Beginner,Programming Tut
1276,Intro To Ruby Programming,Beginners Series,Rating: 4.6 out of 5,235 reviews,3 total hours,32 lectures,Beginner,John Elder
