,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
5101,C Programming from scratch- Master C Programming,Mother Language of almost all other programming languages. Pointers explained in detail. Lots of Hands-on sessions.,Rating: 4.4 out of 5,215 reviews,8.5 total hours,60 lectures,All Levels,Priyanka Yadav Desai
5102,Advanced C Programming: Pointers,"Master pointers, addresses and memory allocation in <strong>C</strong>",Rating: 4.6 out of 5,2835 reviews,4 total hours,65 lectures,Intermediate,Huw Collingbourne
5103,"Complete Codecamp On C, C++, C#, Java & Python Programming!","Obtain core programming skills & certification! Master practical <strong>C</strong>, C++, C#, Java & Python from scratch for beginners",Rating: 4.2 out of 5,165 reviews,82.5 total hours,695 lectures,Beginner,"Emenwa Global, Zoolord Academy"
5104,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,"Classroom and Hands-on sessions- Features of C++ 11 , Exception Handling and STL -  for Both Academics and Industry",Rating: 4.6 out of 5,20050 reviews,30.5 total hours,279 lectures,All Levels,Abdul Bari
5105,C PROGRAMMING made easy,Beginners first step to Coding world,Rating: 4.0 out of 5,1586 reviews,5.5 total hours,30 lectures,Beginner,Meganadha Reddy
5106,Linked Lists with C,Build a library for working with Linked Lists using the <strong>C</strong> programming language,Rating: 4.8 out of 5,53 reviews,4.5 total hours,17 lectures,Intermediate,Portfolio Courses
5107,The Complete C Programming Course - From Scratch,"Learn <strong>C</strong> Programming from the basics upto advanced concepts like Pointers, Structures, Dynamic Memory Allocation",Rating: 4.1 out of 5,144 reviews,7 total hours,80 lectures,Beginner,Sujithkumar MA
5108,C Programming: Become A Pro! Think Like a Programmer!,Become a Powerful Programmer | Waste No Time | Solve A LOT Of Exercises ( 11+ hrs) | Succeed in your exams!,Rating: 4.6 out of 5,97 reviews,18.5 total hours,174 lectures,All Levels,Ali Badran
5109,C Programming 360° Bootcamp: Zero to Hero,"Your complete dose of <strong>C</strong> programming language basics, along with universal programming concepts & coding exercises.",Rating: 4.8 out of 5,43 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
5110,C Programming For Beginners,"Learn <strong>C</strong> in ten easy steps on Windows, Mac OS X or Linux",Rating: 4.4 out of 5,4113 reviews,8 total hours,76 lectures,All Levels,Huw Collingbourne
5111,C-Programming for Beginners - Solid Foundations,"Learn <strong>C</strong> the easy way, using graphical illustrations & an explanation of what happens inside the computer memory",Rating: 4.5 out of 5,107 reviews,22.5 total hours,91 lectures,Beginner,Panagiotis Gnafakis
5112,"CMake, Tests and Tooling for C/C++ Projects [2022 Edition]","Learn to master modern CMake Projects, Unit Tests, Continuous Tools and more to use in your daily <strong>C</strong>/C++ workflow!",Rating: 4.7 out of 5,192 reviews,4 total hours,49 lectures,Intermediate,Jan Schaffranek
5113,[Beginner Friendly] Linux C Programming Success Essentials,Learn the fundamentals of <strong>C</strong> programming from a real industry expert to jumpstart your tech career with <strong>C</strong>,Rating: 4.4 out of 5,68 reviews,10 total hours,64 lectures,Beginner,Cary Huang
5114,C_TS452_2021 &C_TS450_2021 SAP Sourcing and Procurement Exam,,Rating: 0.0 out of 5,0 reviews,479 questions,,All Levels,Sebastian Ooi
5115,Embedded C Programming Course from Zero to Hero,,Rating: 0.0 out of 5,0 reviews,14 total hours,64 lectures,All Levels,SM training academy
5116,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
5117,6 Practice Tests | SAP HANA 2.0 Ceritification C_HANAIMP_18,,Rating: 0.0 out of 5,0 reviews,480 questions,,All Levels,L G
5118,C_FIORDEV_22 SAP Fiori Certification Exam,,Rating: 4.8 out of 5,9 reviews,300 questions,,All Levels,Rafael Delfino
5119,C_THINK1_02 SAP Certified Design Thinking Certification Exam,,Rating: 4.4 out of 5,6 reviews,120 questions,,All Levels,Rafael Delfino
5120,C_TS410_2020 - SAP Business Process Integration SAP S/4 2020,,Rating: 0.0 out of 5,0 reviews,327 questions,,All Levels,Sebastian Ooi
5121,SAP ABAP 7.5 {C_TAW12_750} Certification Questions,,Rating: 5.0 out of 5,1 review,300 questions,,All Levels,Rafael Delfino
5122,Complete Modern C++ (C++11/14/17),"Learn about move semantics, lambda expressions, smart pointers, concurrency, template, STL & more",Rating: 4.5 out of 5,5220 reviews,20 total hours,233 lectures,All Levels,Umar Lone
5123,C Programming and Problem Solving in C.,<strong>C</strong> language is fruit of the computer. This course helps you to collect your fruits for any career opportunities.,Rating: 4.6 out of 5,23 reviews,17 total hours,83 lectures,All Levels,Afterclap Academy
5124,C  Programming - Learn Computer Programming With C Language,Discover your dreams and get into programming industry by learning <strong>C</strong> programming  language,Rating: 4.6 out of 5,54 reviews,10.5 total hours,101 lectures,All Levels,Piroz Amin
5125,Mastering Microcontroller and Embedded Driver Development,"(MCU1) Learn bare metal driver development using Embedded <strong>C</strong>: Writing drivers for STM32 GPIO,I2C,SPI,USART  from scratch",Rating: 4.7 out of 5,8118 reviews,28.5 total hours,278 lectures,All Levels,"FastBit Embedded Brain Academy, Kiran Nayak"
5126,Advance C Programming : Pointers (In Depth Hands On),"Mastering Pointer in <strong>C</strong> Programming with Array of Pointers,1D Arrays, 2D Arrays,Function pointers,Pointers to strings etc",Rating: 4.5 out of 5,39 reviews,11 total hours,89 lectures,Intermediate,Up Degree
5127,Asynchronous Programming Design Patterns -  C/C++,"System Programming, C/++, Multithreading Concepts, Thread Synchronization, Operating System Project Courses, Event Loops",Rating: 4.8 out of 5,14 reviews,5 total hours,48 lectures,Intermediate,"Abhishek CSEPracticals, Ekta Ekta, Shiwani Nigam"
5128,Multithreading in Modern C++ | C++11 | C++14 | C++17| C++20,C++ Multithreading - Concurrency Parallel Programming - Ultimate Coding Interview Bootcamp -<strong>C</strong>++11 | <strong>C</strong>++14 | <strong>C</strong>++17| <strong>C</strong>++20,Rating: 4.5 out of 5,45 reviews,9 total hours,54 lectures,All Levels,Sonali Shrivastava
5129,"What's New in C#7, C#8, C#9 and C#10","Learn about latest features of <strong>C</strong>#7, <strong>C</strong>#8, <strong>C</strong>#9 and <strong>C</strong>#10",Rating: 4.3 out of 5,1132 reviews,5 total hours,41 lectures,Beginner,Dmitri Nesteruk
5130,Developing a C Compiler From Scratch - Module 1,"Compiler Design, Compiler Development, Lexical Analysis, Parsing, Code Generation, Abstract Syntax Trees",Rating: 4.7 out of 5,44 reviews,14.5 total hours,102 lectures,All Levels,Daniel McCarthy
5131,{ C Language } Deep Learning From Ground Up™,Build Artificial Intelligence Applications in <strong>C</strong>,Rating: 4.6 out of 5,93 reviews,7.5 total hours,51 lectures,All Levels,"Israel Gbati, BHM Engineering Academy"
5132,The Complete C Course,Learn <strong>C</strong> in this course and become a Computer Programmer. Obtain valuable <strong>C</strong> skills and problem solving strategy,Rating: 4.0 out of 5,135 reviews,39 total hours,332 lectures,Beginner,Shubham Panchal
5133,Build Undetectable Malware Using C Language: Ethical Hacking,In This Advance Ethical Hacking Course You Will Learn How To Create Your Own Penetration Testing Tool With <strong>C</strong> Programming,Rating: 4.5 out of 5,1104 reviews,3 total hours,23 lectures,Expert,"Aleksa Tamburkovski, Joe Parys"
5134,Master C++ Programming From Beginner To Advance - C++ Course,"Lectures + Practical Hand-on Course , In-Depth study of STL & Files , Supports <strong>C</strong>++11 <strong>C</strong>++14 , **250+ videos, **3 Projects",Rating: 4.4 out of 5,1746 reviews,19.5 total hours,264 lectures,All Levels,Codaming - VeDinesh Academy
5135,Advanced TCP/IP Socket Programming in C/C++ ( Posix ),"Design Complex TCP Server, <strong>C</strong>/C++ Project, Multi-Threading, POSIX, Network Systems Programming, Linux OS based",Rating: 4.8 out of 5,26 reviews,9.5 total hours,86 lectures,Intermediate,"Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta"
5136,Creating A Chip-8 Emulator In C,Learn to create an emulator for a 1970s machine!,Rating: 4.9 out of 5,257 reviews,5 total hours,17 lectures,Intermediate,Daniel McCarthy
5137,Modern C++ Concurrency in Depth ( C++17/20),"modern c++ concurrency features including memory model, lock free data structure, thread pools, coroutines.",Rating: 4.4 out of 5,1384 reviews,10 total hours,98 lectures,Intermediate,Kasun Liyanage
5138,Embedded Systems Programming on ARM Cortex-M3/M4 Processor,With hands on coding using <strong>C</strong> Programming and assembly on ARM Cortex M Processor based Microcontroller,Rating: 4.6 out of 5,4483 reviews,15 total hours,124 lectures,All Levels,"FastBit Embedded Brain Academy, Kiran Nayak"
5139,Demystifying Bitwise Operations In C,Important and Common Uses of Lower Level Operations in <strong>C</strong> and C++,Rating: 4.6 out of 5,79 reviews,2.5 total hours,17 lectures,Intermediate,"Bhalchandra Gholkar, Daryl Newell"
5140,C Programming for Beginners - Complete Tutorial,"Become comfortable and confident <strong>C</strong> Programmer with clear, concise, hands-on tutorial quickly and easily. Learn Pointers!",Rating: 4.9 out of 5,22 reviews,7 total hours,88 lectures,Beginner,Sandip Bhattacharya
5141,PMP Certification: 35+ PDU Formal PMP Exam Prep _New PMP ECO,PMPⓇ Certification: 42 PDU PMP Exam Complete Training / Get the PMP Project Management Certification on the first try!,Rating: 4.6 out of 5,7006 reviews,42.5 total hours,361 lectures,All Levels,"Sabri C. PMP | 100,000+ Enrollments Worldwide"
5142,C_TS452_2021 &C_TS450_2021 SAP Sourcing and Procurement Exam,,Rating: 0.0 out of 5,0 reviews,479 questions,,All Levels,Sebastian Ooi
5143,Embedded C Programming Course from Zero to Hero,,Rating: 0.0 out of 5,0 reviews,14 total hours,64 lectures,All Levels,SM training academy
5144,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
5145,6 Practice Tests | SAP HANA 2.0 Ceritification C_HANAIMP_18,,Rating: 0.0 out of 5,0 reviews,480 questions,,All Levels,L G
5146,C_FIORDEV_22 SAP Fiori Certification Exam,,Rating: 4.8 out of 5,9 reviews,300 questions,,All Levels,Rafael Delfino
5147,C_THINK1_02 SAP Certified Design Thinking Certification Exam,,Rating: 4.4 out of 5,6 reviews,120 questions,,All Levels,Rafael Delfino
5148,C_TS410_2020 - SAP Business Process Integration SAP S/4 2020,,Rating: 0.0 out of 5,0 reviews,327 questions,,All Levels,Sebastian Ooi
5149,SAP ABAP 7.5 {C_TAW12_750} Certification Questions,,Rating: 5.0 out of 5,1 review,300 questions,,All Levels,Rafael Delfino
5150,Part A - Multithreading & Thread Synchronization - Pthreads,"Linux POSIX Threads ( Pthreads ), thread Synchronization, Operating System Concepts, <strong>C</strong>/C++ programming with Projects",Rating: 4.6 out of 5,374 reviews,16.5 total hours,157 lectures,Beginner,"Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta"
5151,Detecting Memory Leaks in C/C++ Applications,Apply techniques to detect & isolate memory related errors in Visual Studio,Rating: 4.6 out of 5,219 reviews,6 total hours,72 lectures,Intermediate,Umar Lone
5152,C and C++ Programming : Step-by-Step Tutorial,<strong>C</strong> Programming and C++ Programming Learn both at your own pace,Rating: 4.2 out of 5,486 reviews,12 total hours,142 lectures,Beginner,DoEdu IT Educations
5153,Data Structures and Algorithms In C,Data Structures and Algorithms in <strong>C</strong> Using <strong>C</strong> DSA Data Structures Algorithms LeetCode <strong>C</strong> DSA <strong>C</strong> Data Structures Algorithms,Rating: 4.4 out of 5,1033 reviews,10.5 total hours,151 lectures,All Levels,Deepali Srivastava
5154,The Complete C Developer Course - Build 7 Exciting Projects.,Master the  <strong>C</strong> Programming language in  2023  by Building exciting projects from Beginners to Advanced Level students.,Rating: 4.1 out of 5,924 reviews,16 total hours,316 lectures,All Levels,Prashant Shinde
5155,Part B - Networking Projects - Implement TCP/IP Stack in C,"<strong>C</strong>/C++ Linux Project, Network Socket Programming, Build TCP/IP Stack, Final Year Project, System Programming in <strong>C</strong>",Rating: 4.9 out of 5,10 reviews,8 total hours,101 lectures,Intermediate,"Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta"
5156,Master The C Programming Language,A step by step guide to master the <strong>C</strong> Programming language with simple and easy to understand examples.,Rating: 4.3 out of 5,611 reviews,8.5 total hours,84 lectures,Beginner,Sagar Uppuluri
5157,The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,Learn Analytics Engineering with this dbt™ course covering theory & practice through a real-world Airbnb use case.,Rating: 4.5 out of 5,1251 reviews,5.5 total hours,81 lectures,All Levels,"Zoltan C. Toth, Miklos (Mike) Petridisz"
5158,"GNU Make & Makefile To Build C/C++ Projects - (LINUX,MAC)",Understand build process internals to write better makefile for <strong>C</strong>/C++ Projects in Linux & MAC OS.,Rating: 4.2 out of 5,235 reviews,4 total hours,63 lectures,All Levels,Subrata Kumar Swain
5159,CAPM® Certification: Ultimate CAPM Exam Prep_23 PDUs /c.hrs,CAPM Exam Prep Training: CAPM Exam COMPLETE Training &1000+ Exam Questions /Pass the CAPM Exam on your first try!-PMBOK6,Rating: 4.6 out of 5,2662 reviews,27 total hours,262 lectures,All Levels,"Sabri C. PMP | 100,000+ Enrollments Worldwide"
5160,Master C and Embedded C Programming- Learn as you go,"Learn <strong>C</strong> and Embedded <strong>C</strong> in a simple, fun and easy way",Rating: 4.2 out of 5,124 reviews,6 total hours,63 lectures,All Levels,Nerdy Electronics
5161,C_ACTIVATE13 | SAP Activate Project Manager Practice Exam,Comprehensive Course For SAP Activate Project Manager Latest Certification Exam,Rating: 4.8 out of 5,100 reviews,192 questions,,All Levels,Ramesh Vairavan
5162,Socket Programming in C,Learn how to create and work with sockets in <strong>c</strong> programming language and create networking applications using that,Rating: 4.3 out of 5,85 reviews,2 total hours,15 lectures,Intermediate,mohamad gharishvandi
